,topic,page_num,post_num,text,join_date,post_date,num_likes,pred_label,true_label
3675,Best approach shoes for Eastern Sierra,2,4,for actual climbing use (op mentions class 4) i think the la sportiva tx2/3/4 are kinda garbage,Aug 2012,Jul 1 2020,1,1,
3676,Best approach shoes for Eastern Sierra,2,4,the rubber (vibram megagrip) is not made for real climbing~ and isn't the same stuff they use on their climbing shoes,Aug 2012,Jul 1 2020,1,0,
3677,Best approach shoes for Eastern Sierra,2,4,don't get me wrong i love my tx2s for long approaches~ just the rubber is not very sticky,Aug 2012,Jul 1 2020,1,0,
3678,Best approach shoes for Eastern Sierra,2,4,even on a boulder hopping approach i'll feel them slip on stuff that my guide tennies won't,Aug 2012,Jul 1 2020,1,1,
3679,Best approach shoes for Eastern Sierra,2,4,guide tennies on the other hand use the same sticky rubber (stealth c4) that's used in their climbing shoes,Aug 2012,Jul 1 2020,1,1,
3680,Best approach shoes for Eastern Sierra,2,4,not as durable~ but climbs way better,Aug 2012,Jul 1 2020,1,2,
3681,Best approach shoes for Eastern Sierra,2,4,if i had to solo up some slab~ hands down i'm taking my guide tennies over my tx2s,Aug 2012,Jul 1 2020,1,1,
3682,Best approach shoes for Eastern Sierra,2,4,i'm not familiar with the other shoes mentioned in the thread~ but if they're not using the same rubber as a climbing shoe~ they're gonna be sub-par for climbing.,Aug 2012,Jul 1 2020,1,1,
3683,Best approach shoes for Eastern Sierra,2,5,there's many a flatiron slabmonger that would disagree with you,Jan 2014,Jul 1 2020,0,1,
3684,Best approach shoes for Eastern Sierra,2,5,"coming from the guide tennies (the older~ ""good"" ones)~ moving to a pair of tx2's felt like cheating",Jan 2014,Jul 1 2020,0,0,
3685,Best approach shoes for Eastern Sierra,2,5,you wouldn't even want climbing rubber on an approach shoe - it would wear out too fast (so i wouldn't expect it),Jan 2014,Jul 1 2020,0,0,
3686,Best approach shoes for Eastern Sierra,2,5,what you're comparing is any other running or hiking shoe - compare megagrip to any of the frixion compounds: world's different,Jan 2014,Jul 1 2020,0,1,
3687,Best approach shoes for Eastern Sierra,2,5,with megagrip~ you gain stickiness~ you lose durability,Jan 2014,Jul 1 2020,0,1,
3688,Best approach shoes for Eastern Sierra,2,5,keep going to climbing shoe rubber~ and you lose even more durability~ as well as performance on wet surfaces,Jan 2014,Jul 1 2020,0,2,
3689,Best approach shoes for Eastern Sierra,2,5,whatever the dot rubber that 5.10 uses on its approach shoe~ it's pretty similar to megagrip,Jan 2014,Jul 1 2020,0,1,
3690,Best approach shoes for Eastern Sierra,2,5,(tx2 is just a better fitting shoe for me),Jan 2014,Jul 1 2020,0,2,
3691,Best approach shoes for Eastern Sierra,2,6,"you've been had by marketing - it's ""stealth"" (which is meaningless)~ but it's not c4.",Jan 2014,Jul 1 2020,0,1,
3692,Best approach shoes for Eastern Sierra,2,7,i disagree with this pretty hard,Mar 2014,Jul 1 2020,1,2,
3693,Best approach shoes for Eastern Sierra,2,7,i think my guide tennies are awful in comparison to my tx3s,Mar 2014,Jul 1 2020,1,0,
3694,Best approach shoes for Eastern Sierra,2,7,i have been able to comfortably climb 5.11/v3 in my tx3s and haven't had any issue with them slipping while smearing or scrambling easy 4th and 5th class,Mar 2014,Jul 1 2020,1,0,
3695,Best approach shoes for Eastern Sierra,2,7,the guide tennies have less support~ feel worse when hiking~ and have less sensitivity when climbing imo,Mar 2014,Jul 1 2020,1,2,
3696,Best approach shoes for Eastern Sierra,2,7,i honestly do not enjoy wearing my guide tennies at all.,Mar 2014,Jul 1 2020,1,0,
3697,Best approach shoes for Eastern Sierra,2,8,guide tennies are great for sierra granite~ but the soles delaminate quite fast~ especially if you are jamming them on cracks a lot,May 2014,Jul 1 2020,1,2,
3698,Best approach shoes for Eastern Sierra,2,8,does anyone know why the high top version has been discontinued?,May 2014,Jul 1 2020,1,1,
3699,Best approach shoes for Eastern Sierra,2,9,"you've been had by marketing - it's ""stealth"" (which is meaningless)~ but it's not c4",Nov 2009,Jul 1 2020,2,1,
3700,Best approach shoes for Eastern Sierra,2,9,that link says c4 is used on guide tennies,Nov 2009,Jul 1 2020,2,1,
3701,Best approach shoes for Eastern Sierra,2,9,uh oh!,Nov 2009,Jul 1 2020,2,1,
3702,Best approach shoes for Eastern Sierra,2,10,that link says c4 is used on guide tennies,Aug 2012,Jul 1 2020,1,1,
3703,Best approach shoes for Eastern Sierra,2,10,uh oh! it's c4 fer sher,Aug 2012,Jul 1 2020,1,1,
3704,Best approach shoes for Eastern Sierra,2,10,"they have other ""stealth"" rubbers (eg stealth onyxx) but they do use c4 in the tennies",Aug 2012,Jul 1 2020,1,1,
3705,Best approach shoes for Eastern Sierra,2,10,some argue that the stealth recipes changed when adidas bought them~ but that's a different topic,Aug 2012,Jul 1 2020,1,1,
3706,Best approach shoes for Eastern Sierra,2,10,the argument about durability is valid (megagrip is going to last longer than c4) but there's a reason megagrip isn't used in climbing shoes and c4 is,Aug 2012,Jul 1 2020,1,0,
3707,Best approach shoes for Eastern Sierra,2,10,one is objectively stickier,Aug 2012,Jul 1 2020,1,1,
3708,Best approach shoes for Eastern Sierra,2,10,the c4 rubber (and tennie sole design) is also not great in dirt~ so there's definitely a compromise being made for stickiness vs durability and 'all around' functionality.,Aug 2012,Jul 1 2020,1,2,
3709,Best approach shoes for Eastern Sierra,2,11,it doesn't pass a sniff test though,Jan 2014,Jul 1 2020,0,1,
3710,Best approach shoes for Eastern Sierra,2,11,the megagrip on the tx is certainly not like any of the other vibram climbing rubber,Jan 2014,Jul 1 2020,0,0,
3711,Best approach shoes for Eastern Sierra,2,11,i can certainly tell the difference climbing say: the first flatiron in tx2's when compared to tc pro's (shod with xs edge),Jan 2014,Jul 1 2020,0,1,
3712,Best approach shoes for Eastern Sierra,2,11,the tc's feel way stickier,Jan 2014,Jul 1 2020,0,1,
3713,Best approach shoes for Eastern Sierra,2,11,now think of what people resole tc's with - is it more xs edge~ or do a large amount of people prefer c4? c4 has a rep,Jan 2014,Jul 1 2020,0,1,
3714,Best approach shoes for Eastern Sierra,2,11,of being stickier than at least xs edge,Jan 2014,Jul 1 2020,0,1,
3715,Best approach shoes for Eastern Sierra,2,11,now go back to comparing a 5.10 tennie to a tx3,Jan 2014,Jul 1 2020,0,1,
3716,Best approach shoes for Eastern Sierra,2,11,feel pretty similar back on the first flatiron,Jan 2014,Jul 1 2020,0,1,
3717,Best approach shoes for Eastern Sierra,2,11,you're saying the c4 i just resoled my tc pro's with is the same c4 on the 5.10 tennie? okay,Jan 2014,Jul 1 2020,0,1,
3718,Best approach shoes for Eastern Sierra,2,11,i get it~ it's hard to prove~ since i currently can't get a sheet of dot rubber or c4 from 5.10 and compare using~ science!  but the use case for an approach shoe and a climbing shoe is different - why would one ever use the same rubber? better life/performance using a different rubber compound for each use case,Jan 2014,Jul 1 2020,0,1,
3719,Best approach shoes for Eastern Sierra,2,11,any stories of getting an approach shoe resoled with c4 stealth? (not dot rubber)? i would if they'd let me~ but my feeling is that it would be a lot more expensive,Jan 2014,Jul 1 2020,0,1,
3720,Best approach shoes for Eastern Sierra,2,11,if it's the same compound for the approach shoe rubber~ why is it cheaper to resole in comparison?,Jan 2014,Jul 1 2020,0,1,
3721,Best approach shoes for Eastern Sierra,2,12,hard to believe~ i can tell,Aug 2012,Jul 1 2020,1,1,
3722,Best approach shoes for Eastern Sierra,2,12,you're paying the same price for tx3s and tennies but one comes with a big slab of c4 climbing rubber?!?! either there's a conspiracy and the manufacturer and all the testers are lying to you~ or...,Aug 2012,Jul 1 2020,1,1,
3723,Best approach shoes for Eastern Sierra,2,13,hard to believe~ i can tell,Jan 2014,Jul 1 2020,0,1,
3724,Best approach shoes for Eastern Sierra,2,13,you're paying the same price for tx3s and tennies but one comes with a big slab of c4 climbing rubber?!?!  either there's a conspiracy and the manufacturer and all the testers are lying to you~ or..,Jan 2014,Jul 1 2020,0,1,
3725,Best approach shoes for Eastern Sierra,2,13,weak-sauce sportiva shoelaces aside~ i'm pretty happy with the durability of the tx2 - they're durable enough to take a resole after 2 years of use,Jan 2014,Jul 1 2020,0,2,
3726,Best approach shoes for Eastern Sierra,2,13,are they the most durable approach shoe in the world? not by a country mile,Jan 2014,Jul 1 2020,0,2,
3727,Best approach shoes for Eastern Sierra,2,13,but there's the tx3~ tx4~ etc that are much more durable if that's what you want,Jan 2014,Jul 1 2020,0,1,
3728,Best approach shoes for Eastern Sierra,2,13,i didn't have bad durability issues with the old 5.10 tennie~ but the tx2 just fits better for climbin'~ as it's a much more low profile~ sensitive shoe,Jan 2014,Jul 1 2020,0,2,
3729,Best approach shoes for Eastern Sierra,2,14,when i use to work at the yosemite mountaineering school~ it wasn’t uncommon to see other guides get approach shoes resoled with c4 climbing shoe rubber,Jun 2014,Jul 2 2020,5,1,
3730,Best approach shoes for Eastern Sierra,2,14,it was usually just the front 1/3 of the shoe,Jun 2014,Jul 2 2020,5,1,
3731,Best approach shoes for Eastern Sierra,2,14,made sense for the use case there where it wasn’t uncommon to guide 5.9/5.10 terrain in approach shoes,Jun 2014,Jul 2 2020,5,2,
3732,Best approach shoes for Eastern Sierra,2,14,i never opted for c4 as the dot tread was plenty sticky enough for me,Jun 2014,Jul 2 2020,5,2,
3733,Best approach shoes for Eastern Sierra,2,14,though honestly i only used a couple pairs of 5.10’s as they always fell apart on me so i switched to sportivas,Jun 2014,Jul 2 2020,5,0,
3734,Best approach shoes for Eastern Sierra,2,14,i did a lot of climbing in the old exum ridges,Jun 2014,Jul 2 2020,5,2,
3735,Best approach shoes for Eastern Sierra,2,14,rubber was mediocre but good enough i could still do serenity to sons in them,Jun 2014,Jul 2 2020,5,1,
3736,Best approach shoes for Eastern Sierra,2,14,these days i have 4 different pairs in the tx line depending on the route,Jun 2014,Jul 2 2020,5,1,
3737,Best approach shoes for Eastern Sierra,2,14,overall i haven’t been super impressed with the tx2 or tx3,Jun 2014,Jul 2 2020,5,0,
3738,Best approach shoes for Eastern Sierra,2,14,i’ve completely blown them apart in a few months,Jun 2014,Jul 2 2020,5,2,
3739,Best approach shoes for Eastern Sierra,2,14,the mesh just doesn’t seem to last for me,Jun 2014,Jul 2 2020,5,1,
3740,Best approach shoes for Eastern Sierra,2,14,i’ve had much better luck with the tx4,Jun 2014,Jul 2 2020,5,2,
3741,Best approach shoes for Eastern Sierra,2,14,one of the best all around approach shoes i’ve ever used,Jun 2014,Jul 2 2020,5,2,
3742,Best approach shoes for Eastern Sierra,2,14,i’ve also spend a lot of time the tx4 mids,Jun 2014,Jul 2 2020,5,2,
3743,Best approach shoes for Eastern Sierra,2,14,they aren’t amazing but pretty good when a higher top is required.,Jun 2014,Jul 2 2020,5,2,
3744,Best approach shoes for Eastern Sierra,2,15,the sierra is full of talus crud chutes,Jul 2016,Jul 2 2020,0,1,
3745,Best approach shoes for Eastern Sierra,2,15,if you're like me~ you will value durability above all else,Jul 2016,Jul 2 2020,0,1,
3746,Best approach shoes for Eastern Sierra,2,15,for this reason~ i would like to take the opportunity to rag on the 5.10 guide tennies,Jul 2016,Jul 2 2020,0,1,
3747,Best approach shoes for Eastern Sierra,2,15,i've blown them apart in just a few trips before,Jul 2016,Jul 2 2020,0,0,
3748,Best approach shoes for Eastern Sierra,2,15,yes they climb well~ but you can climb fun class 4 / easy 5th routes in just about anything,Jul 2016,Jul 2 2020,0,1,
3749,Best approach shoes for Eastern Sierra,2,15,"these days i'm rocking a pair of boots! the sportiva ""tx5 gtx"" as mikey and long ranger note~ the cool thing about sportiva is there is a whole continuous spectrum of shoes available depending on how burly you need them to be",Jul 2016,Jul 2 2020,0,2,
3750,Best approach shoes for Eastern Sierra,2,15,you might be able to get a flexible strap-on crampon on the tx5s although i haven't tried it,Jul 2016,Jul 2 2020,0,2,
3751,Best approach shoes for Eastern Sierra,2,15,generally if you put a crampon on an approach shoe you're gonna have a bad time.,Jul 2016,Jul 2 2020,0,0,
3752,Best approach shoes for Eastern Sierra,2,16,i ll settle your la sportiva debate once and for all (just kidd...) i m just back from 2 different easy sport  multipitches with a newbie~ 8 pitches each and max grad .10a and i was rocking (pun intended...) my scarpa mescalito from the car to the car and it felt great like it always does when i use those  shoes,Dec 2019,Jul 2 2020,0,2,
3753,Best approach shoes for Eastern Sierra,2,16,here~ done~ debate is over ;) ps: you do have to use you arms more...,Dec 2019,Jul 2 2020,0,1,
3754,Best approach shoes for Eastern Sierra,2,17,any sasquatch's out there that can recommend approach shoes in size 14 (48 euro)?,Jan 2001,Jul 2 2020,0,1,
3755,Best approach shoes for Eastern Sierra,2,18,my go to shoe would have to be the 5.10 guide tennie,Apr 2019,Jul 2 2020,0,1,
3756,Best approach shoes for Eastern Sierra,2,18,it is the most comfortable shoe i have gotten for approaches~ and hiking,Apr 2019,Jul 2 2020,0,2,
3757,Best approach shoes for Eastern Sierra,2,18,i have abused it and find that it is good for about 100-150 miles of extreme use (i.e hiking the grand canyon~ class 4 approaches~ hiking across the ut desert and on llc approches~ ect.),Apr 2019,Jul 2 2020,0,1,
3758,Best approach shoes for Eastern Sierra,2,18,the biggest downside is that this shoe is not waterproof~ so if that isn't an issue for you then i would say 100% get this shoe.,Apr 2019,Jul 2 2020,0,1,
3759,Best approach shoes for Eastern Sierra,2,19,i prefer crocs,Dec 2014,Jul 2 2020,2,2,
3760,Best approach shoes for Eastern Sierra,2,19,cheap~  good enough~ and effective prophylaxis.,Dec 2014,Jul 2 2020,2,2,
3761,Best approach shoes for Eastern Sierra,3,0,1,Oct 2011,Jul 2 2020,2,1,
3762,Best approach shoes for Eastern Sierra,3,0,the tx4 would be my choice,Oct 2011,Jul 2 2020,2,2,
3763,Best approach shoes for Eastern Sierra,3,0,no reason to have waterproof approach shoes for sierra summer activities,Oct 2011,Jul 2 2020,2,2,
3764,Best approach shoes for Eastern Sierra,3,0,as much as i loved 5.10 guides for a long time the tx4 is an actual progression of the burlier side of approach shoes,Oct 2011,Jul 2 2020,2,1,
3765,Best approach shoes for Eastern Sierra,3,0,2,Oct 2011,Jul 2 2020,2,1,
3766,Best approach shoes for Eastern Sierra,3,0,if you want to put strap crampons on them for snow field romping it'll definitely work,Oct 2011,Jul 2 2020,2,1,
3767,Best approach shoes for Eastern Sierra,3,0,the best strap crampons right now are the dynemma cable'd petzl crampons for when you actually needs crampons (camp also has similar dynemma linked ones),Oct 2011,Jul 2 2020,2,2,
3768,Best approach shoes for Eastern Sierra,3,0,having that flexible underfoot connection makes them so much more secure underfoot and less sketchy feeling than rigid bar strap crampons,Oct 2011,Jul 2 2020,2,2,
