,text,1
2530,Just for example~ the wired green torque nut weighs 15 grams more than the slung equivalent,1
2531,Oh~ a higher level eh? I better go buy more stuff so I can climb at a higher level! Wasn’t the whole context of this thread someone who was new to trad asking which hexes to buy since he couldn’t afford cams? If a new climber can’t place a cam correctly they sure as hell won’t place a hex correctly.,1
2532,Wasn’t the whole context of this thread someone who was new to trad asking which hexes to buy since he couldn’t afford cams? If a new climber can’t place a cam correctly they sure as hell won’t place a hex correctly,1
2533,A new climber probably won’t place anything correctly for a while~ but not a good reason to jump straight to cams -the heaviest and most expensive option - and bypass passive pro proficiency.,2
2534,Even when I first started leading trad I pretty much knew how to place everything correctly,1
2535,I wouldn't be trusting my life to gear I didn't know how to place,2
2536,I climbed with a few mentors,1
2537,Practiced at the base of climbs,1
2538,Then I took a course and the instructors gave all my placements a thumbs up before I led anything,1
2539,The drawback of hexes are they are harder to place correctly vs,0
2540,cams in 90% of the placements I see,1
2541,They're only are easier in constrictions (placing them like a nut) and I don't see that in CA all that often,0
2542,They are also not multi directional like cams,0
2543,They are usually more suitable places for cams,2
2544,Cams are easier and quicker to place,2
2545,IMO cams are safer most of the time for beginners,2
2546,Starting at least 10 years ago I don't see any proficient climbers in Yosemite carrying hexes,0
2547,Some advanced climbers don't even carry nuts,1
2548,The last page discussed weight,1
2549,The fraction of hexes to cams is 8/10,1
2550,Not much of a difference,0
2551,As I mentioned earlier I'd still recommend the largest 3 or 4 size hexes for a cash strapped beginner just due to cost,2
2552,They become the secondary pieces after your first set of cams,0
2553,And save a little bit of weight for alpine or easy climbs.,2
2554,That’s true,1
2555,I have not climbed on basalt but I would imagine it is similar! Tricams~ hexes~ ballnuts~ offset nuts and totem cams are definitely useful on Ontario limestone,2
2556,Regular cams work but the cracks are usually flaring and they tend to rip in parallel  placements,0
2557,Regular cams have to be placed in pods and constrictions,1
2558,The best limestone trad climbers I know have excellent nutcraft! Like anything~ the more practise you have fiddling with passive pro the more efficient you become placing it while cruxing out,2
2559,Maybe these days you dont see climbers in the valley or the creek carrying hexes or nuts~ but they are still widely in use,2
2560,Even on harder traditional routes,1
2561,And lets be honest~ it is much more intimate with the rock~ takes more skill and is more fun than simply plugging a cam.,2
2562,And lets be honest~ it is much more intimate with the rock~ takes more skill and is more fun than simply plugging a cam,1
2563,Well said Ty!,2
2564,Thank you for the excellent information!,2
2565,They are more prone to walking and getting pulled.,0
2566,One of the great thing with the Torque brand hex is the long sling,2
2567,There are a few ways in which you can carry them to mute the cowbell sound too~ by pulling some slack from the top of the hex and clipping that as well,2
2568,I have run out of slings and just used the sling from the hex as a runner clipped to a cam,2
2569,When setting TR's I can usually get by with a set of Torque nuts~ a set of stoppers and a long static line,2
2570,Don’t mute them for god’s sake,1
2571,That “hex sound” is much safer in Bear country,2
2572,Use cams and risk getting eaten by a bear,0
2573,Of course cams are most preferred,2
2574,Which cams? By following others and using their rack you will develop your own preferences,1
2575,In the meantime~ grab a set of hexes and nuts for cheap and get a bunch of easy leads in when u can’t be with a mentor.,2
2576,Gotta watch out for them multipitch bears!,1
2577,LOL,1
2578,I've done that too,1
2579,Hex wasn't right size for the placement,0
2580,Out of slings,1
2581,Stuck a Totem in and used the hex to extend,1
2582,Learning to place nuts and hexes first I think makes a better leader in the longrun.,2
2583,I don't know about better~ but more versatile for sure,2
2584,But I can't even remember the last time I carried a hex on a lead,0
2585,It would probably be sometime in the early 2000's,1
2586,Want to protect the damn funnel at Hawks Nest? Wired hexes,1
2587,I have only 3 small ones~ but you can pull them from my cold dead hands.,2
2588,They are more prone to walking and getting pulled,0
2589,How exactly do hexes walk?  They have no moving parts,1
2590,There are pros and cons to wired hexes,1
2591,The pro is the ease of placement due to the wire,2
2592,The con is that you always have to extend the piece! I have tried a few different styles of hex and I prefer the dmm torque nuts,0
2593,But thats just me!,1
2594,Great input,1
2595,Ease of placement above you/out of easy reach,2
2596,Wired hexes can be more difficult/not placeable in funky spots like pull throughs~ pockets~ and other weird spots where the constriction and the direction of pull aren't in line,2
2597,Slung hexes excel at these,2
2598,Also you can use them as extensions when your draws run out,2
2599,Not that I've ever had to do that...,1
2600,How exactly do hexes walk?  They have no moving parts,1
2601,As the ropes jumps and wiggles~ the sling wiggles~ and the hex will pivot around on its contact points with the crack,0
2602,Just like a nut can be wiggled up and out by the rope~ a hex placement can be manipulated,0
2603,The flat side of the hexis so large~ a small rugosity (sp?) or two can keep it for seating well with a tug,1
2604,Thats another reason stiff wires suck compared to slinging with cord~ and the bennefit of a long sling,1
2605,Incase it hasn't been said~ wired hexes are better for mixed climbing than the slung counterparts~ the wire holds up allot better to being pounded on by an ice tool,2
2606,Recommendation is to not buy them,0
2607,I only lost $35 on resale of my hexes YMMV.,1
2608,As the ropes jumps and wiggles~ the sling wiggles~ and the hex will pivot around on its contact points with the crack,1
2609,I've climbed with hexes off and on for almost 30 years and this has never happened,2
2610,Maybe because I have placed so many that I know what a good spot for a hex is and isn't,1
2611,Gotta watch out for them multipitch bears! You're joking~ but mid multipitch bear attacks have actually happened in the past: http://nickbullock-climber.co.uk/2015/12/01/from-dawn-to-dusk-from-dusk-to-dawn/,1
2612,You're joking~ but mid multipitch bear attacks have actually happened in the past: http://nickbullock-climber.co.uk/2015/12/01/from-dawn-to-dusk-from-dusk-to-dawn/ I heard that bears prefer the taste of gumby flesh!,1
2613,Well~ climbing bears are only one of your worries,1
2614,Tower bears are crossed with wolverines and are fuckin huge and ill tempered!,0
2615,You're joking~ but mid multipitch bear attacks have actually happened in the past: http://nickbullock-climber.co.uk/2015/12/01/from-dawn-to-dusk-from-dusk-to-dawn/ i’ve heard of dropper bears attacking climbers down in arapiles,1
2616,scary stuff!,1
2617,I've climbed with hexes off and on for almost 30 years and this has never happened,1
2618,Any piece can potentially be moved in the crack by the rope,0
2619,Most especially in the alpine~ where routes wander and your rope zigzags,1
2620,Thats why slings are a thing~ because this is an actual problem,1
2621,Not all hex placements are bomber~ nor are all nut placements bomber,0
2622,Youre argument is bomber pieces dont move~ so nothing moves?,1
2623,Youre argument is bomber pieces dont move~ so nothing moves?   Your right~ but it would be physically impossible for that to happen,1
2624,Ideally~ the sling could be extended if the route wandered,1
2625,I have BD hexes that I used to supplement my rack until I eventually collected enough cams~ now I hardly use them,0
2626," I am not strongly opinionated as to which hexes to buy~ just wanted to back you up in your ""I am a starving college student""~ I get it~ and I think getting a small set of hexes (maybe 4 or 5) would be a good idea",2
2627,If you can afford $500 in cams from .3 - 3 then do that I guess,2
2628,My initial trad rack was a set of nuts~ 4 cams and a 4-5 hexes~ 8 lightweight draws and 4 runners,1
2629,Kept me safe..,1
2630,enough.,1
2631,I wear a 42 EU street and have EU40 Otakis just becoming comfortable after 5 sessions I have EU40 skwamas also 5 sessions but they felt comfortable after just 2 sessions,2
2632,I could have maybe gone to 39.5 for both,1
2633,I was thinking about Katana laces for a comfort fit but don’t want dead spaces,2
2634,After spending hours of looking through this forum and elsewhere I couldn’t reconcile the varying advice,0
2635,I have a relatively wide Greek foot shape,1
2636,Thinking about 40~ 40.5~ or even 41 for Katana laces as all day for mostly single pitch but thinking of getting into multipitch,1
2637,TIA just looking for specific advice in case anyone else has had a similar experience.,1
2638,I'd go for the 40.5's~ or the 41's if you want to wear a thin sock with your comfort shoe,1
2639,"My experience: I wear a 44 for LS Futuras/Geniuses as a ""performance"" shoe~ and use a size 46 TC Pro as my ""comfort fit"" shoe",1
2640,I almost always wear socks with my comfort fit shoes~ though,1
2641,If not~ I'd probably size them down to 45.5.,1
2642,You want an all day shoe~ buy one,1
2643,Don't try to fit your way into all day comfort by upsizing aggressive models,0
2644,That is my advice.,1
2645,I agree,1
2646,I've tried this a few times and it hasn't worked,0
2647,Bought Katana Laces a size larger for an extra comfy pair~ and they sucked for edging~ smedging and pockets,0
2648,Tried with Masais too~ with same result,1
2649,Like a TC pro or even a Mythos?,1
2650,Or Maestro...,1
2651,Like a TC pro or even a Mythos? Yes,1
2652,The advantage of the TC Pro is its comfort:performance ratio,2
2653,You can size them down and they’ll still be relatively comfortable after breaking in while retaining performance,2
